id,location,fault_severity,event_type,severity_type,log_feature,volume,resource_type
13288,location 193,0,event_type 34,severity_type 2,feature 227,1,resource_type 2
2416,location 358,0,event_type 35,severity_type 2,feature 314,1,resource_type 2
11833,location 1000,0,event_type 20,severity_type 1,feature 134,1,resource_type 2
8960,location 122,0,event_type 34,severity_type 2,feature 235,6,resource_type 2
12314,location 844,2,event_type 11,severity_type 1,feature 182,1,resource_type 8
11231,location 1006,0,event_type 11,severity_type 1,feature 182,1,resource_type 8
7246,location 497,0,event_type 35,severity_type 2,feature 310,3,resource_type 2
3266,location 707,0,event_type 15,severity_type 2,feature 193,4,resource_type 8
14273,location 135,0,event_type 34,severity_type 2,feature 232,19,resource_type 2
6925,location 497,0,event_type 35,severity_type 2,feature 309,31,resource_type 2
10708,location 925,0,event_type 11,severity_type 1,feature 207,2,resource_type 8
14518,location 445,0,event_type 35,severity_type 2,feature 312,34,resource_type 2
24,location 367,0,event_type 35,severity_type 4,feature 312,2,resource_type 2
3624,location 495,0,event_type 35,severity_type 2,feature 312,10,resource_type 2
8897,location 102,0,event_type 35,severity_type 2,feature 232,2,resource_type 2
5932,location 995,1,event_type 11,severity_type 1,feature 71,2,resource_type 8
16705,location 154,0,event_type 35,severity_type 4,feature 312,1,resource_type 2
5945,location 466,0,event_type 34,severity_type 2,feature 234,29,resource_type 2
14410,location 734,0,event_type 11,severity_type 1,feature 71,1,resource_type 8
11591,location 149,1,event_type 35,severity_type 2,feature 233,1,resource_type 2
7560,location 495,0,event_type 34,severity_type 2,feature 313,74,resource_type 2
8872,location 564,1,event_type 11,severity_type 2,feature 171,1,resource_type 8
17854,location 794,0,event_type 23,severity_type 1,feature 163,6,resource_type 4
9314,location 976,1,event_type 15,severity_type 2,feature 201,1,resource_type 8
3497,location 673,0,event_type 11,severity_type 1,feature 55,2,resource_type 8
3787,location 128,0,event_type 35,severity_type 2,feature 315,26,resource_type 2
5859,location 476,0,event_type 35,severity_type 2,feature 234,23,resource_type 2
4619,location 1081,1,event_type 15,severity_type 1,feature 51,4,resource_type 8
3532,location 915,0,event_type 11,severity_type 1,feature 54,1,resource_type 8
12383,location 601,2,event_type 11,severity_type 1,feature 345,4,resource_type 6
13005,location 1042,0,event_type 15,severity_type 2,feature 82,19,resource_type 8
11006,location 707,0,event_type 26,severity_type 2,feature 276,1,resource_type 8
11650,location 763,2,event_type 15,severity_type 2,feature 203,16,resource_type 8
3653,location 244,0,event_type 35,severity_type 2,feature 312,22,resource_type 2
11598,location 344,0,event_type 35,severity_type 2,feature 232,6,resource_type 2
14485,location 479,0,event_type 35,severity_type 1,feature 44,1,resource_type 2
18033,location 288,0,event_type 35,severity_type 4,feature 312,2,resource_type 2
4289,location 325,0,event_type 35,severity_type 2,feature 314,1,resource_type 2
18258,location 810,2,event_type 54,severity_type 1,feature 203,14,resource_type 2
17125,location 1089,1,event_type 11,severity_type 1,feature 54,1,resource_type 8
3849,location 141,1,event_type 35,severity_type 2,feature 301,2,resource_type 2
8012,location 618,0,event_type 20,severity_type 1,feature 219,1,resource_type 2
1556,location 735,0,event_type 11,severity_type 1,feature 70,3,resource_type 8
10163,location 846,0,event_type 15,severity_type 2,feature 82,5,resource_type 8
15701,location 509,0,event_type 34,severity_type 2,feature 312,12,resource_type 2
9915,location 476,0,event_type 11,severity_type 2,feature 44,1,resource_type 8
358,location 1104,1,event_type 11,severity_type 1,feature 80,1,resource_type 8
11280,location 837,1,event_type 23,severity_type 4,feature 223,1,resource_type 7
17063,location 382,0,event_type 35,severity_type 4,feature 312,2,resource_type 2
2829,location 1018,1,event_type 11,severity_type 1,feature 80,3,resource_type 8
16241,location 460,1,event_type 35,severity_type 2,feature 234,1,resource_type 2
13416,location 623,0,event_type 20,severity_type 1,feature 219,1,resource_type 2
13834,location 149,0,event_type 34,severity_type 2,feature 312,2,resource_type 2
1341,location 859,0,event_type 20,severity_type 1,feature 219,2,resource_type 2
6969,location 507,0,event_type 34,severity_type 2,feature 312,7,resource_type 2
10434,location 892,0,event_type 44,severity_type 2,feature 290,1,resource_type 2
17876,location 898,1,event_type 44,severity_type 1,feature 290,1,resource_type 2
5369,location 506,0,event_type 34,severity_type 2,feature 312,92,resource_type 2
18175,location 17,0,event_type 11,severity_type 1,feature 170,3,resource_type 8
16369,location 905,0,event_type 20,severity_type 1,feature 134,1,resource_type 2
14198,location 962,2,event_type 15,severity_type 2,feature 203,21,resource_type 8
6509,location 126,0,event_type 35,severity_type 2,feature 227,1,resource_type 2
18004,location 1008,0,event_type 15,severity_type 2,feature 82,4,resource_type 8
13878,location 145,0,event_type 35,severity_type 1,feature 301,1,resource_type 2
17418,location 471,0,event_type 35,severity_type 2,feature 235,1,resource_type 2
17262,location 899,0,event_type 42,severity_type 1,feature 291,1,resource_type 2
15622,location 1075,1,event_type 15,severity_type 2,feature 203,1,resource_type 8
11054,location 805,0,event_type 11,severity_type 2,feature 70,2,resource_type 8
2019,location 945,0,event_type 11,severity_type 2,feature 202,2,resource_type 8
15545,location 738,0,event_type 54,severity_type 1,feature 74,1,resource_type 2
6785,location 126,1,event_type 35,severity_type 2,feature 312,1,resource_type 2
13879,location 704,1,event_type 15,severity_type 2,feature 68,1,resource_type 8
6601,location 814,0,event_type 11,severity_type 1,feature 70,5,resource_type 8
9238,location 488,0,event_type 35,severity_type 2,feature 313,4,resource_type 2
2299,location 382,0,event_type 34,severity_type 2,feature 312,3,resource_type 2
1490,location 344,0,event_type 34,severity_type 1,feature 219,1,resource_type 2
18085,location 476,0,event_type 35,severity_type 2,feature 232,7,resource_type 2
14218,location 950,1,event_type 11,severity_type 1,feature 170,2,resource_type 8
17705,location 885,0,event_type 11,severity_type 2,feature 81,1,resource_type 8
2674,location 116,0,event_type 34,severity_type 2,feature 232,1,resource_type 2
17578,location 704,1,event_type 54,severity_type 1,feature 193,3,resource_type 8
9311,location 699,0,event_type 11,severity_type 2,feature 87,1,resource_type 8
13265,location 465,0,event_type 35,severity_type 2,feature 312,52,resource_type 2
3330,location 1042,0,event_type 15,severity_type 2,feature 203,12,resource_type 8
9204,location 481,0,event_type 35,severity_type 2,feature 228,27,resource_type 2
4018,location 135,0,event_type 34,severity_type 2,feature 232,7,resource_type 2
9981,location 1037,0,event_type 11,severity_type 1,feature 54,16,resource_type 8
13905,location 126,0,event_type 35,severity_type 2,feature 315,1,resource_type 2
10476,location 810,0,event_type 21,severity_type 1,feature 135,1,resource_type 2
8136,location 149,0,event_type 35,severity_type 4,feature 312,1,resource_type 2
12034,location 707,0,event_type 26,severity_type 2,feature 193,1,resource_type 9
4029,location 1008,0,event_type 15,severity_type 2,feature 203,9,resource_type 8
3249,location 839,2,event_type 11,severity_type 1,feature 239,5,resource_type 2
15196,location 177,0,event_type 35,severity_type 4,feature 312,1,resource_type 2
11228,location 255,0,event_type 34,severity_type 2,feature 232,3,resource_type 2
7086,location 506,0,event_type 35,severity_type 2,feature 312,38,resource_type 2
16913,location 707,0,event_type 11,severity_type 1,feature 349,1,resource_type 8
1779,location 202,0,event_type 35,severity_type 2,feature 232,3,resource_type 2
14316,location 480,0,event_type 35,severity_type 2,feature 310,29,resource_type 2
5649,location 161,0,event_type 34,severity_type 2,feature 312,6,resource_type 2
13640,location 893,1,event_type 43,severity_type 1,feature 291,21,resource_type 2
15029,location 1055,0,event_type 15,severity_type 2,feature 71,4,resource_type 8
10629,location 234,1,event_type 35,severity_type 1,feature 134,1,resource_type 2
10591,location 834,2,event_type 15,severity_type 2,feature 203,17,resource_type 8
3593,location 465,0,event_type 35,severity_type 2,feature 312,25,resource_type 2
6088,location 690,0,event_type 11,severity_type 1,feature 195,3,resource_type 8
5749,location 714,1,event_type 13,severity_type 1,feature 68,2,resource_type 8
162,location 292,0,event_type 35,severity_type 2,feature 233,7,resource_type 2
8233,location 157,0,event_type 35,severity_type 1,feature 219,2,resource_type 2
3091,location 498,0,event_type 35,severity_type 2,feature 233,2,resource_type 2
5867,location 1063,0,event_type 11,severity_type 1,feature 195,2,resource_type 8
5471,location 921,1,event_type 15,severity_type 2,feature 82,14,resource_type 8
5550,location 313,0,event_type 34,severity_type 2,feature 315,1,resource_type 2
3539,location 661,0,event_type 11,severity_type 1,feature 170,2,resource_type 8
14384,location 834,1,event_type 11,severity_type 1,feature 82,2,resource_type 8
1624,location 989,1,event_type 11,severity_type 1,feature 54,2,resource_type 8
2599,location 1066,0,event_type 11,severity_type 2,feature 68,1,resource_type 4
16695,location 478,0,event_type 34,severity_type 2,feature 228,1,resource_type 2
2520,location 427,0,event_type 35,severity_type 4,feature 315,1,resource_type 2
11893,location 199,0,event_type 34,severity_type 2,feature 312,2,resource_type 2
4513,location 466,0,event_type 35,severity_type 2,feature 234,7,resource_type 2
15698,location 504,0,event_type 35,severity_type 2,feature 232,4,resource_type 2
4864,location 245,0,event_type 34,severity_type 2,feature 232,11,resource_type 2
17407,location 100,0,event_type 34,severity_type 2,feature 308,1,resource_type 2
16555,location 126,0,event_type 35,severity_type 2,feature 235,7,resource_type 2
3582,location 471,0,event_type 34,severity_type 2,feature 232,3,resource_type 2
17639,location 734,2,event_type 54,severity_type 1,feature 82,2,resource_type 8
1050,location 881,0,event_type 13,severity_type 1,feature 273,2,resource_type 8
1046,location 710,0,event_type 11,severity_type 2,feature 195,1,resource_type 8
795,location 723,1,event_type 20,severity_type 1,feature 87,1,resource_type 8
5009,location 601,0,event_type 18,severity_type 1,feature 179,1,resource_type 6
18299,location 932,0,event_type 15,severity_type 2,feature 201,1,resource_type 8
4459,location 744,1,event_type 14,severity_type 1,feature 54,1,resource_type 8
7562,location 793,0,event_type 11,severity_type 1,feature 73,9,resource_type 8
7880,location 122,0,event_type 34,severity_type 2,feature 313,15,resource_type 2
7332,location 391,0,event_type 35,severity_type 1,feature 160,3,resource_type 8
2891,location 157,0,event_type 35,severity_type 4,feature 312,1,resource_type 2
15339,location 1107,2,event_type 15,severity_type 1,feature 71,14,resource_type 8
161,location 321,0,event_type 35,severity_type 2,feature 312,7,resource_type 2
2539,location 127,0,event_type 34,severity_type 2,feature 312,6,resource_type 2
3730,location 1100,1,event_type 15,severity_type 1,feature 198,4,resource_type 8
3283,location 793,0,event_type 11,severity_type 1,feature 195,53,resource_type 8
6910,location 447,0,event_type 35,severity_type 4,feature 312,1,resource_type 2
14076,location 834,1,event_type 11,severity_type 1,feature 203,2,resource_type 8
9421,location 1021,2,event_type 11,severity_type 1,feature 170,6,resource_type 8
5897,location 835,0,event_type 11,severity_type 1,feature 172,1,resource_type 8
18444,location 373,0,event_type 35,severity_type 2,feature 232,20,resource_type 2
8380,location 628,0,event_type 11,severity_type 2,feature 85,1,resource_type 8
15946,location 895,2,event_type 42,severity_type 1,feature 291,6,resource_type 2
4818,location 348,1,event_type 34,severity_type 2,feature 227,1,resource_type 2
13952,location 734,1,event_type 54,severity_type 2,feature 80,2,resource_type 2
14643,location 501,0,event_type 35,severity_type 2,feature 313,6,resource_type 2
17204,location 831,0,event_type 11,severity_type 2,feature 68,1,resource_type 8
3817,location 276,0,event_type 34,severity_type 2,feature 312,2,resource_type 2
2088,location 844,2,event_type 11,severity_type 1,feature 54,7,resource_type 8
14581,location 793,0,event_type 11,severity_type 1,feature 195,75,resource_type 8
14998,location 995,2,event_type 15,severity_type 2,feature 71,2,resource_type 8
948,location 1038,1,event_type 11,severity_type 1,feature 54,4,resource_type 8
14253,location 653,0,event_type 15,severity_type 1,feature 203,2,resource_type 8
12733,location 329,0,event_type 34,severity_type 2,feature 228,1,resource_type 2
6223,location 837,0,event_type 13,severity_type 1,feature 273,1,resource_type 6
10226,location 798,1,event_type 15,severity_type 2,feature 82,22,resource_type 8
7821,location 845,0,event_type 15,severity_type 2,feature 203,8,resource_type 8
7927,location 914,1,event_type 23,severity_type 1,feature 54,1,resource_type 8
469,location 480,0,event_type 34,severity_type 2,feature 228,30,resource_type 2
9594,location 793,0,event_type 11,severity_type 2,feature 195,2,resource_type 8
12764,location 653,0,event_type 15,severity_type 2,feature 82,5,resource_type 8
1065,location 600,0,event_type 15,severity_type 2,feature 82,88,resource_type 8
18058,location 1008,0,event_type 15,severity_type 2,feature 172,1,resource_type 8
12660,location 947,1,event_type 5,severity_type 1,feature 141,2,resource_type 2
17369,location 632,2,event_type 11,severity_type 1,feature 170,26,resource_type 8
637,location 122,0,event_type 35,severity_type 4,feature 315,1,resource_type 2
14171,location 17,0,event_type 11,severity_type 1,feature 170,24,resource_type 8
